systemNumber,objectType,title,maker,year,place,materials,techniques,styles
O1115251,Set model,"Set model by Claud Lovat Fraser for the forest of Arden in William Shakespeare's play ""As You Like It"", Lyric Theatre, Hammersmith, April 21st 1920.",Claud Lovat Fraser,1920.0,,"['wood', 'paint']",[],[]
O1115250,Set model,"Set model by Claud Lovat Fraser for Act I Scene 2 of William Shakespeare's play ""As You Like It"", Lyric Theatre, Hammersmith, April 21st, 1920.  Wood and paint.",Claud Lovat Fraser,1920.0,,"['wood', 'paint']",[],[]
O1115248,Set model,"Set model by Claud Lovat Fraser for Scene 7 (a street in Alshaldomir) in Lord Dunsany's play ""If"", Ambassador's Theatre, September 19th 1921.  Wood, fabric, wire mesh, and paint.",Claud Lovat Fraser,1921.0,,[],[],[]
O1115247,Set model,"Set model by Claud Lovat Fraser for Domenico Scarlatti's opera ""La Serva Padrona"", Lyric Theatre, Hammersmith, January 29th 1919.",Claud Lovat Fraser,1919.0,,[],[],[]
O1115246,Set model,"Set model by Claud Lovat Fraser for an unrealised ballet for Tamara Karsavina, ca.1920.  ",Claud Lovat Fraser,1919.0,,"['wood', 'gouache', 'textile']",[],[]
O1115244,Set model,"Set Model by Nicholas Georgiadis for William Shakespeare's play ""Julius Caesar"", Old Vic, April 17th 1962.",Nicholas Georgiadis,1962.0,,[],[],[]
O1115242,Toy theatre,"Toy theatre made by Thomas Walford Grieve for his son John W. Grieve, ca. 1895.  ",,1895.0,,"['wood', 'fabric', 'paint']",[],[]
O1115241,Set model,"Set model for Talbot Jenning's play ""This Side Idolatry"", Lyric Theatre, October 18th 1930, designed by Aubrey Hammond and made by Victor Hembrow","Hammond, Aubrey",1930.0,,[],[],[]
O1115236,Set model,"Set model by Leslie Hurry for Giacomo Puccini's opera ""Turandot"", Royal Opera House, Covent Garden, 29 May 1947","Hurry, Leslie",1947.0,Great Britain,[],[],[]
O1115235,Set model,"Set design by John Hutchinson Scott for Pauline MacAuley's play 'The Creeper', St. Martin's Theatre, London, 14 July 1965.  Wood and gouache.",,1965.0,,"['wood', 'gouache']",[],[]
O1115233,Set model,"Set model by John Hutchinson Scott for Ben Jonson's play 'Volpone', Garrick Theatre, January 31st 1967.  Wood and gouache.",,1967.0,,"['wood', 'gouache']",[],[]
O1173522,Pair of clogs,Pair of clogs worn by Gracie Fields,,1934.0,Oldham,"['leather', 'wood', 'brass (alloy)', 'metal']",['shoe making'],[]
O1115230,Set model,"Reconstructed set model of Filippo Juvarra's 1711 design for ""Teodosio Il Giovane"", made by John Ronayne, 1976.  Wood, paper and oil paint.",John Ronayne,1976.0,,"['wood', 'paper (fiber product)', 'oil colour']",[],[]
O1115229,Set model,"Set model by Barry Kay for Kenneth MacMillan's ballet ""Images of Love"", The Royal Ballet, Covent Garden, April 2nd 1964.","Kay, Barry",1964.0,,[],[],[]
O1115228,Set model,"Set model by Barry Kay for Kenneth MacMillan's ballet ""Solitaire"", Sadler's Wells Royal Ballet, Sadler's Wells, April 28th 1978.  ","Kay, Barry",1978.0,,"['wood', 'card', 'plastic']",[],[]
O1115227,Set model,"Set model by Sean Kenny for the musical ""The Four Musketeers"", Theatre Royal, Drury Lane, December 5th 1967",Sean Kenny,1967.0,,"['wood', 'gouache']",[],[]
O1115224,Set model,"Set model by Stefanos Lazaridis for the play ""The Possessed"", based on the novel by Dostoyevsky.  Almeida Theatre, March 21st 1985.  Wood, metal, canvas, and gouache.",Stefanos Lazaridis,1985.0,,"['wood', 'metal', 'canvas', 'gouache']",[],[]
O1115222,Set model,"Set model by Peter Minshall for Peter Darrell's ballet ""Beauty and the Beast"", the Beast's domain, Scottish Ballet, Sadler's Wells, 1969.",,1969.0,Great Britain,[],[],[]
O1115221,Set model,"Set model by Peter Minshall for Peter Darrell's ballet ""Beauty and the Beast"", model for Act1, scene4, Scottish Ballet, Sadler's Wells, 1969.",,1969.0,Great Britain,[],[],[]
O1115220,Set model,"Set model by Peter Minshall for Peter Darrell's ballet ""Beauty and the Beast"", model for Act1, scene2, Scottish Ballet, Sadler's Wells, 1969.",,1969.0,Great Britain,[],[],[]
O1115219,Set model,"Set model for Edmond Rostand's play ""Cyrano de Bergerac"", Act 1 Hotel de Bourgogne 1640, designed by Tanya Moiseiwitsch, for the Old Vic Company at the New Theatre, London, 1946. Reconstructed by Ralph Dyer from the original model and painted by the artist.",,1946.0,Great Britain,[],[],[]
O1115205,Set  model,"Set model by Timothy O'Brien & Tazeena Firth for Benjamin Britten's opera <i>Peter Grimes</i>, Royal Opera House, Covent Garden, June 7th 1975.  ",,1975.0,,"['card', 'wood', 'metal', 'cloth']",[],[]
O1115204,Set model,"Set model by Julia Trevelyan Oman for the stage adaptation of John Aubrey's ""Brief Lives"", Hampstead Theatre, 16 January 1967",Julia Trevelyan Oman,1967.0,,[],[],[]
O1115203,Set model,"Set model by John Parkinson for Alan Plater & Bill Tidy's play <i>The Fosdyke Saga</i>, Century Touring Theatre, 1985.  Paper, card, and ink.","Parkinson, John",1985.0,,"['paper', 'card', 'ink']",[],[]
O1115202,Set model,"Set model by John Parkinson for<i> Hansel and Gretel</i>, Century Touring Theatre, 1986.  Paper, pencil and ink.","Parkinson, John",1986.0,,"['paper', 'pencil', 'ink']",[],[]
O1115196,Set model,"Set model by Reece Pemberton for John Whiting's play 'Marching Song', St. Martin's Theatre, 8 April 1954.",Reece Pemberton,1954.0,,[],[],[]
O1115192,Set model,"Set model by Di Seymour for David Edgar's play <i>Destiny</i>, Royal Shakespeare Company, The Other Place, Stratford-upon-Avon, 1977.","Seymour, Di",1977.0,,[],[],[]
O1115189,Set model,"Set model by Yolanda Sonnabend for Kenneth MacMillan's ballet <i>Rituals</i>, The Royal Ballet, Royal Opera House, Covent Garden, 11 December 1975",,1975.0,,[],[],[]
O1115187,Set model,"Set model by Stuart Stanley for Andrew Lloyd Webber & Tim Rice's musical 'Joseph & the Amazing Technicolour Dreamcoat', Thorndike Theatre, Leatherhead, 1984.",,1984.0,,[],[],[]
O1115184,Set model,"Set model by Martin Tilley for Chris Emmett's pantomime ""Puss in Boots"", Mercury Theatre, Colchester, December 13th 1978.  ",,1978.0,,"['wood', 'metal', 'gouache']",[],[]
O1115183,Set model,"Set model by Peter Ustinov for Wolfgang Amadeus Mozart's opera ""Don Giovanni"", King's Theatre, Edinburgh, August 20th, 1973.  Wood, metal, and gouache.",,1973.0,,"['wood', 'metal', 'gouache']",[],[]
O1115177,Set model,"Set model by Rex Whistler for Act I Scene 2 of Ludwig van Beethoven's opera ""Fidelio"", Royal Opera House, Covent Garden, ca. 1937.",,1936.0,,[],[],[]
O1115176,Set model,"Set model by Peter Whiteman for ""Poppea's House"" in Claudio Monteverdi's opera ""The Coronation of Poppea"", Sadler's Wells Opera, London Coliseum, November 21st 1971.",,1971.0,Great Britain,[],[],[]
O1115175,Set model,"Set model by Norman Wilkinson of Four Oaks (1882-1934) for Lionel Bickerstaffe's play <i>Lionel and Clarissa</i>, Lyric Theatre, Hammersmith, October 28th 1925.","Wilkinson, Norman (of Four Oaks)",1925.0,,[],[],[]
O1115172,Set model,"Model of the Globe Theatre, London.  Modern recreation ca. 1970.",,1969.0,,[],[],[]
O1115170,Model,"Section model of the old Prince Of Wales Theatre, London 1730-1903.  Wood & oil paint.",,1816.0,,"['wood', 'oil colour']",[],[]
O1114793,Theatre costume,"Jumpsuit worn by Keith Moon from The Who, 1964-1978",Unknown,1971.0,,"['cotton (textile)', 'brass', '']","['embroidering', 'sewing']",[]
O1173432,Model theatre,"Architect's model for the Grand Theatre and Opera House, Leeds, 1875-1878","Robertson, James",1875.0,,[],[],[]
O1173530,Bust,"Portrait bust of the designer, Gladys Calthrop, modelled by Clemence Dane","Dane, Clemence",,,[],[],[]
O1114279,Bust,"Bust of Sybil Thorndike (1882-1976), by Cicely Whitworth, 1970",,1970.0,,"['bronze', 'marble']",[],[]
O1114274,Bust,"Terracotta bust of Ninette de Valois (1898-2001), by Karin Jonzen, British, 20th century","Jonzen, Karin",1949.0,Great Britain,['terracotta'],['sculpture techniques'],[]
O1114273,Bust,"Bronze portrait bust of Edith Evans (1888-1976) on a wooden base, by Hazel Armour","Armour, Hazel",,,"['bronze', 'wood']",[],[]
O1114265,Bust,"Plaster bust of the English actor Howard Marion Crawford (1914-1969), by Cecil Thomas, ca. 1935","Thomas, Cecil",1934.0,,['plaster'],['casting'],[]
O1114264,Bust,Plaster bust on a stone base of Sir Johnston Forbes-Robertson (1853-1937),,,,[],[],[]
O1114263,Bust,"Bronze bust of Henry Irving (1838-1905) as Hamlet, by Edward Onslow Ford RA (1852-1901). Given to Henry Irving by Ford",Edward Onslow Ford,1873.0,Great Britain,['bronze'],['cast'],[]
O1114262,Bust,"Polychrome plaster self portrait bust by Jean Cocteau (1889-1963) after Nefertiti. French, early 20th century",Jean Cocteau,1925.0,,['plaster'],['sculpture'],[]
O1114242,Slanging fork,Slanging fork used by lion trainers,,,,['wood'],[],[]
O1114219,Magic trick,"Set of three 'Hindu cups', used in stage conjuring tricks",,1922.0,,['wood'],[],[]
O1114218,Magic trick,"Set of seven 'Linking Rings', used in stage conjuring tricks",,,,['aluminium'],[],[]
O1114215,Magic trick,"'Nest of boxes', used in stage conjuring tricks",,,,['plastic'],[],[]
O1114210,Magic trick,"Coin vase with lid, used in stage conjuring tricks",,,,['glass'],[],[]
O1114209,Magic trick,"'Spring ball', used in stage conjuring tricks",,,,"['felt', 'wire']",[],[]
O1114204,Magic trick,"'Ball box', used in stage conjuring tricks",,,,['boxwood'],['turning'],[]
O1114203,Magic trick,'Ball box' used in stage conjuring tricks,,,,['boxwood'],['turning'],[]
O1114199,Magic trick,"Jardine Ellis ring, used in stage conjuring tricks",,,,['metal'],[],[]
O1114198,Magic trick,"'Tape tube', used in stage conjuring tricks",,,,['aluminium'],[],[]
O1114197,Magic trick,"Set of coins, used in stage conjuring tricks",,,,[],[],[]
O1113816,Bust,"Plaster bust of William Shakespeare (1564-1616), copied from the monument erected in the chancel of Holy Trinity Church, Stratford-on-Avon.",,,,['plaster'],[],[]
O1113544,Table,"Table, oak with leather top and silver plaques engraved with details of provenance, presented to Charles Kean in 1861 by R.H. Wyndham, manager of the Queen's Theatre, Edinburgh; the oak was taken from a beam from the theatre when it was demolished in 1860",,1860.0,,[],[],[]
O1113482,Desk,"Roll top desk, oak, used by Lilian Baylis.",,,,[],[],[]
O1113472,Carving,"Carved white stone keystone head from the Queen's Theatre, Covent Garden.",,,,[],['carving'],[]
O1113464,Bust,Portrait bust of the Irish dramatist and critic George Bernard Shaw (1856-1850). Plaster sculpture by Astrid Zydower (b.1930),"Zydower, Astrid",1904.0,,['plaster'],[],[]
O1113140,Stuffed animal,"Conjoined calves, exhibited as a Fairground attraction, c.1900.",,1899.0,,[],[],[]
O1113138,Backcloth,"Backcloth designed by Alexandre Golovine for the Court Scene in <i>Swan Lake</i>, Moscow,  1901: Arch 3","Golovin, Aleksandr Yakovlevich",1900.0,Moscow,"['canvas', 'paint']",['painting (image-making)'],[]
O1113137,Wig stand,"Wooden wig stand, 19th century",,1849.0,,['wood'],[],[]
O1113117,Trunk (container),"Travelling trunk labelled 'Dame Alicia Markova, Festival Ballet'",,,,[],[],[]
O1113114,Trunk (container),"Travelling trunk belonging to Johnny Nit, black dancer and star of 'Blackbirds 1926', London Pavilion, 11 Sept 1926",,,,[],[],[]
O1113113,Set model,"Set model by Ralph Koltai for the musical <i>Metropolis</i>, Piccadilly Theatre, London, 1989","Koltai, Ralph",1989.0,,[],[],[]
O1113110,Basket,"Theatrical skip marked 'Markova-Dolin Ballet'/'Vivian.Van.Damm.Productions', numbered '29'",,,,[],[],[]
O1113109,Trunk (container),Travelling trunk used by Dame Alicia Markova,,,,[],[],[]
O1113108,Suitcase,Suitcase used by Emlyn Williams for 'Dickens' Desk',,,,"['metal', 'paint']",['painting (coating)'],[]
O1113107,Suitcase,Suitcase used by Emlyn Williams for 'Dickens' Desk',,,,"['metal', 'paint']",['painting (coating)'],[]
O1113106,Book,"Book, to go on shelf of desk. The World of Charles Dickens, ""Dombey and Son"" used by Emlyn Williams for the contents of 'Dickens' Desk'",,,,[],[],[]
O1113103,Book,"Book, to go on shelf of desk. The World of Charles Dickens, ""The Pickwick Papers"" used by Emlyn Williams for the contents of 'Dickens' Desk'",,,,[],[],[]
O1113101,Book,"Book, to go on shelf of desk. Christmas stories from ""Household words"" and ""All year round"" used by Emlyn Williams for the contents of 'Dickens' Desk'",,,,[],[],[]
O1113080,Box office,"Box office of the Duke of York's Theatre, designed by Cecil Beaton.
","Beaton, Cecil (Sir)",,,[],[],[]
O1112996,Set model,"Set model for the Royal Shakespeare Company's production of Shakespeare's play, King Lear, 1993-1994, designed by Anthony Ward","Ward, Anthony",1992.0,,[],[],[]
O1247347,Costume design,"Costume design by Gladys Calthrop for The White Rabbit in Act I, Trial Scene, in <i>Alice in Wonderland</i>, 1943. Gladys Calthrop Design Collection","Calthrop, Gladys",1943.0,Great Britain,"['paper', 'pencil', 'watercolour', 'ink', 'card']","['drawing (image-making)', 'painting (image-making)']",[]
O1247254,Costume design,"Costume design by Gladys Calthrop for The Queen of Hearts in <i>Alice in Wonderland</i>, 1943. Gladys Calthrop Design Collection","Calthrop, Gladys",1943.0,Great Britain,"['paper', 'pencil', 'ink', 'watercolour', 'card']","['drawing (image-making)', 'painting (image-making)']",[]
O1243800,Magic trick,"Die box, used in stage conjuring tricks, late 20th century",unknown,1974.0,Great Britain,"['wood', 'metal']",['woodworking'],[]
O1241045,Set model,"Set model designed by Mark Thompson for Terry Johnson's play, <i>Hysteria,</i> Mark Taper Forum,  Los Angeles, 1995, directed by Phyllida Lloyd; a restaging of the production first seen at the Royal Court Theatre in 1993","Thompson, Mark",1994.0,Great Britain,[],[],[]
O1241027,Set model,"Set model designed by Ian MacNeil for J.B. Priestley's play, <i>An Inspector Calls</i>, National Theatre, 1992","MacNeil, Ian",1992.0,Great Britain,[],[],[]
O1227253,Set model,"Set model designed by Stefanos Lazaridis for Tennessee Willliams's play, <i>The Eccentricities of a Nightingale</i>, Yvonne Arnaud Theatre, Guildford, 1967","Lazaridis, Stefanos",1967.0,Great Britain,[],[],[]
O1174495,Backcloth,"Stage cloth or banner of an East Asian Warrior, painted synthetic or silk fabric",unknown,1975.0,Great Britain,"['paint', 'cotton (textile)']","['priming', 'painting (image-making)']",[]
O1174435,Backcloth,"Stage cloth designed by Jean Hugo for <i>Shakespeare Quatercentenary Exhibition</i> at Stratford-upon-Avon, organised by Richard Buckle. Painted linen cloth.","Hugo, Jean",1964.0,Great Britain,"['paint', 'cotton (textile)']","['priming', 'painting (image-making)']",[]
O1174428,Backcloth,"Stage cloth designed by Jean Hugo for <i>Shakespeare Quatercentenary Exhibition</i> at Stratford-upon-Avon, organised by Richard Buckle. Painted linen cloth.","Hugo, Jean",1964.0,Great Britain,"['paint', 'cotton (textile)']","['priming', 'painting (image-making)']",[]
O1173806,Figure,"Caricature sculpture of John Clements and Kay Hammond in The Beaux' Stratagem, by Peter Lambda","Lambda, Peter",,,[],[],[]
O1173797,Bust,"Portrait bust of Dorothy Black, by Mrs Rose Dearing","Dearing, Rose (Mrs)",,,[],[],[]
O1168491,Poster,"Poster advertising Northern Ballet Theatre performing Alice in Wonderland at Theatre Royal, Bath, 1983",Unknown,1983.0,Great Britain,"['paper', 'ink']",['printing'],[]
O1168239,Poster,"Poster designed by John Byrne (b.1940) advertising <i>The Slab Boys Trilogy</i> by John Byrne comprising <i>Cuttin' A Rug</i> [and] <i>Still Life</i> [and] <i>The Slab Boys</i> at the Traverse Theatre, Edinburgh, 1982","Byrne, John",1982.0,Great Britain,"['paper', 'ink']",['printing'],[]
O1167768,Poster,"Poster advertising Alice in Wonderland at Key Theatre, Peterborough, 1986",Unknown,1986.0,Great Britain,"['paper', 'ink']",['printing'],[]
O1166906,Poster,"Poster advertising Alice in Wonderland at the Sadler's Wells Theatre, 1993","Lanyon, Iain",1993.0,Great Britain,"['paper', 'ink']",['printing'],[]
O1166287,Poster,"Poster advertising Alice In Wonderland at the Lyric Hammersmith, 1986","Szaybo, Roslav",1986.0,Great Britain,"['paper', 'ink']",['printing'],[]
O1165121,Poster,"Poster advertising Alice in Wonderland at the Winter Garden Theatre, 1959",Unknown,1959.0,Great Britain,"['paper', 'ink']",['printing'],[]
